Run,Assay Type,AvgSpotLen,Bases,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,BioProject,Collection_Date,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,BioSampleModel,Host,lat_lon,isolation_source,Sample_name,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),INSDC_center_name,INSDC_status,Scientific_Name,Submitter_Id,ENA_first_public,ENA-STATUS-ID (exp),ENA-STATUS-ID (run),geographic_location_(country_and/or_sea),source_material_id,isolate,env_broad_scale,env_local_scale,env_medium,Location_Province,ArrayExpress-SPECIES,common_name,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,external_id,INSDC_first_public,INSDC_last_update,sample_description,samp_mat_process,Sample_Barcode,Sample_index,strain,ref_biomaterial,source_uvig,virus_enrich_appr,host_subject_id,Host_Age,host_sex,host_common_name,isol_growth_condt,propagation,project_name,broad-scale_environmental_context,environmental_medium,geographic_location_(latitude),geographic_location_(longitude),local_environmental_context,collected_by,tissue,Broker_name,env_biome,env_feature,env_material,No_of_samples,Biological_Replicate,host_scientific_name,lab_host,host_taxid,host_tissue_sampled,specimen_voucher,misc_param,exp_id,expected_source,host_body_product,host_tot_mass,manuscript_id,samp_capt_status,samp_collect_device,fasta_file (run),sample_type,sex,BREED,Cultivar,dev_stage,ecotype,sub_species,samp_size,Library_ID,rel_to_oxygen,Detail_ID,replicate,SUBMISSION_TOOL (exp),SUBMISSION_TOOL (run),submission_tool,SUBMISSION_TOOL_VERSION (exp),SUBMISSION_TOOL_VERSION (run),SUBMISSION_TOOL_VERSION,genbank_accession,sequencing_approach,matrix_type,organism_spiked_and_spike_in_level,Host_disease,virus_enrich_app,experimental_factor,sample_ID,specific_host,additional_component_added_to_sample,altitude,BIOME,env_package,feature,Investigation_type,Label,material,sample_comment,spike_in_level_of_influenza_a_virus
SRR31872251,WGS,428,3859016,SAMN46054728,3822123,ZOONOSIS SURVEILLANCE DIVISION,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27231240,MinION,barcode12,SINGLE,RT-PCR,METAGENOMIC,bat metagenome,OXFORD_NANOPORE,2026-01-01T00:00:00Z,2025-01-02T10:55:00Z,1,3565G,SRP554942,PRJNA1205703,2023-10-24,Brazil,South America,"Brazil: Sao Paulo\, Jundiai",Metagenome or environmental,Cynomops planirostris,23.16 S 46.92 W,Gut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR31872252,WGS,413,6638507,SAMN46054727,6542489,ZOONOSIS SURVEILLANCE DIVISION,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27231239,MinION,barcode11,SINGLE,RT-PCR,METAGENOMIC,bat metagenome,OXFORD_NANOPORE,2026-01-01T00:00:00Z,2025-01-02T10:55:00Z,1,3561G,SRP554942,PRJNA1205703,2023-10-26,Brazil,South America,"Brazil: Sao Paulo\, Sao Paulo",Metagenome or environmental,Glossophaga soricina,23.54 S 46.65 W,Gut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR31872253,WGS,394,12393828,SAMN46054718,12237857,ZOONOSIS SURVEILLANCE DIVISION,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27231238,MinION,barcode02,SINGLE,RT-PCR,METAGENOMIC,bat metagenome,OXFORD_NANOPORE,2026-01-01T00:00:00Z,2025-01-02T10:55:00Z,1,3505G,SRP554942,PRJNA1205703,2023-10-19,Brazil,South America,"Brazil: Sao Paulo\, Sao Jose dos Campos",Metagenome or environmental,Glossophaga soricina,23.23 S 45.92 W,Gut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR31872254,WGS,422,12043398,SAMN46054717,11847549,ZOONOSIS SURVEILLANCE DIVISION,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27231237,MinION,barcode01,SINGLE,RT-PCR,METAGENOMIC,bat metagenome,OXFORD_NANOPORE,2026-01-01T00:00:00Z,2025-01-02T10:55:00Z,1,3488G,SRP554942,PRJNA1205703,2023-10-23,Brazil,South America,"Brazil: Sao Paulo\, Campinas",Metagenome or environmental,Eumops perotis,22.90 S 47.05 W,Gut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR27912327,WGS,298,3085496470,SAMN39879846,1259025954,UNIVERSITAT DE VALENCIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23571914,NextSeq 550,P20-DNA,PAIRED,other,METAGENOMIC,bat gut metagenome,ILLUMINA,2024-07-03T00:00:00Z,2024-02-08T11:01:00Z,1,P20,SRP488891,PRJNA1074704,2022,Spain,Europe,Spain: Salamanca and Valencia,Metagenome or environmental,Pipistrellus kuhlii,not provided,Bat guano,,,,,,,,,,,,P20,,,,,,,,,,,,,,"Pool of 7 fecal samples homogenized in a Precellys Evolution tissue homogenizer (Bertin) in 2 mL tubes with 1.4 mm ceramic beads\, adding 1 volume of 1x PBS to obtain a final volume of 1.5 mL. Homogenization consisted of 3 cycles of 30 sec at 6500 rpm\, ...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR27912328,WGS,298,3272640768,SAMN39879845,1315849459,UNIVERSITAT DE VALENCIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23571913,NextSeq 550,P19-DNA,PAIRED,other,METAGENOMIC,bat gut metagenome,ILLUMINA,2024-07-03T00:00:00Z,2024-02-08T11:00:00Z,1,P19,SRP488891,PRJNA1074704,2022,Spain,Europe,Spain: Salamanca and Valencia,Metagenome or environmental,Pipistrellus kuhlii,not provided,Bat guano,,,,,,,,,,,,P19,,,,,,,,,,,,,,"Pool of 7 fecal samples homogenized in a Precellys Evolution tissue homogenizer (Bertin) in 2 mL tubes with 1.4 mm ceramic beads\, adding 1 volume of 1x PBS to obtain a final volume of 1.5 mL. Homogenization consisted of 3 cycles of 30 sec at 6500 rpm\, ...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR27912329,WGS,276,1351361039,SAMN39879844,780573312,UNIVERSITAT DE VALENCIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23571912,NextSeq 550,P17,PAIRED,other,METAGENOMIC,bat gut metagenome,ILLUMINA,2024-07-03T00:00:00Z,2024-02-08T10:59:00Z,1,P17,SRP488891,PRJNA1074704,2022-05-15,Spain,Europe,Spain: Castellon,Metagenome or environmental,Tadarida teniotis,not provided,Bat guano,,,,,,,,,,,,P17,,,,,,,,,,,,,,"Pool of 7 fecal samples homogenized in a Precellys Evolution tissue homogenizer (Bertin) in 2 mL tubes with 1.4 mm ceramic beads\, adding 1 volume of 1x PBS to obtain a final volume of 1.5 mL. Indiana Vesiculovirus was spiked in to assess the efficiency...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR27912330,WGS,298,4386745356,SAMN39879843,1906501423,UNIVERSITAT DE VALENCIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23571911,NextSeq 550,P14-DNA,PAIRED,other,METAGENOMIC,bat gut metagenome,ILLUMINA,2024-07-03T00:00:00Z,2024-02-08T11:02:00Z,1,P14,SRP488891,PRJNA1074704,2022-07-30/2022-08-15,Spain,Europe,Spain: Lugo and Cantabria,Metagenome or environmental,Cnephaeus serotinus,not provided,Bat guano,,,,,,,,,,,,P14,,,,,,,,,,,,,,"Pool of 11 fecal samples homogenized in a Precellys Evolution tissue homogenizer (Bertin) in 2 mL tubes with 1.4 mm ceramic beads\, adding 1 volume of 1x PBS to obtain a final volume of 1.5 mL. Vaccinia Virus was spiked in to assess the efficiency of th...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR27912331,WGS,298,3616133150,SAMN39879842,1576038134,UNIVERSITAT DE VALENCIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23571910,NextSeq 550,P13-DNA,PAIRED,other,METAGENOMIC,bat gut metagenome,ILLUMINA,2024-07-03T00:00:00Z,2024-02-08T11:01:00Z,1,P13,SRP488891,PRJNA1074704,2022-06-01/2022-06-03,Spain,Europe,Spain: Murcia,Metagenome or environmental,Myotis capaccinii,not provided,Bat guano,,,,,,,,,,,,P13,,,,,,,,,,,,,,"Pool of 10 fecal samples homogenized in a Precellys Evolution tissue homogenizer (Bertin) in 2 mL tubes with 1.4 mm ceramic beads\, adding 1 volume of 1x PBS to obtain a final volume of 1.5 mL. Vaccinia Virus was spiked in to assess the efficiency of th...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR27912332,WGS,298,1791628746,SAMN39879841,756283095,UNIVERSITAT DE VALENCIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23571909,NextSeq 550,P11,PAIRED,other,METAGENOMIC,bat gut metagenome,ILLUMINA,2024-07-03T00:00:00Z,2024-02-08T10:59:00Z,1,P11,SRP488891,PRJNA1074704,2022-08-03/2022-08-17,Spain,Europe,Spain: Lugo and Salamanca,Metagenome or environmental,Myotis daubentonii,not provided,Bat guano,,,,,,,,,,,,P11,,,,,,,,,,,,,,"Pool of 11 fecal samples homogenized in a Precellys Evolution tissue homogenizer (Bertin) in 2 mL tubes with 1.4 mm ceramic beads\, adding 1 volume of 1x PBS to obtain a final volume of 1.5 mL. Indiana Vesiculovirus and Vaccinia Virus were spiked in to ...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR27912333,WGS,298,3890645386,SAMN39879840,1788200475,UNIVERSITAT DE VALENCIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23571908,NextSeq 550,P10,PAIRED,other,METAGENOMIC,bat gut metagenome,ILLUMINA,2024-07-03T00:00:00Z,2024-02-08T11:01:00Z,1,P10,SRP488891,PRJNA1074704,2022-06-04/2022-08-16,Spain,Europe,Spain: Salamanca and Murcia,Metagenome or environmental,Myotis emarginatus,not provided,Bat guano,,,,,,,,,,,,P10,,,,,,,,,,,,,,"Pool of 13 fecal samples homogenized in a Precellys Evolution tissue homogenizer (Bertin) in 2 mL tubes with 1.4 mm ceramic beads\, adding 1 volume of 1x PBS to obtain a final volume of 1.5 mL. Indiana Vesiculovirus and Vaccinia Virus were spiked in to ...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR27912334,WGS,298,2018313770,SAMN39879861,825051987,UNIVERSITAT DE VALENCIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23571907,NextSeq 550,P36-DNA,PAIRED,other,METAGENOMIC,bat gut metagenome,ILLUMINA,2024-07-03T00:00:00Z,2024-02-08T11:00:00Z,1,P36,SRP488891,PRJNA1074704,2022-10-10,Spain,Europe,Spain: Salamanca,Metagenome or environmental,Pipistrellus pipistrellus,not provided,Bat guano,,,,,,,,,,,,P36,,,,,,,,,,,,,,"Pool of 3 fecal samples homogenized in a Precellys Evolution tissue homogenizer (Bertin) in 2 mL tubes with 1.4 mm ceramic beads\, adding 1 volume of 1x PBS to obtain a final volume of 1.5 mL. Homogenization consisted of 3 cycles of 30 sec at 6500 rpm\, ...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR27912335,WGS,298,1959877460,SAMN39879860,823805358,UNIVERSITAT DE VALENCIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23571906,NextSeq 550,P35-DNA,PAIRED,other,METAGENOMIC,bat gut metagenome,ILLUMINA,2024-07-03T00:00:00Z,2024-02-08T11:00:00Z,1,P35,SRP488891,PRJNA1074704,2022-06-09/2022-09-28,Spain,Europe,Spain: Murcia and Valencia,Metagenome or environmental,Cnephaeus isabellinus,not provided,Bat guano,,,,,,,,,,,,P35,,,,,,,,,,,,,,"Pool of 7 fecal samples homogenized in a Precellys Evolution tissue homogenizer (Bertin) in 2 mL tubes with 1.4 mm ceramic beads\, adding 1 volume of 1x PBS to obtain a final volume of 1.5 mL. Homogenization consisted of 3 cycles of 30 sec at 6500 rpm\, ...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR27912336,WGS,298,2207583702,SAMN39879859,909585131,UNIVERSITAT DE VALENCIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23571905,NextSeq 550,P34-DNA,PAIRED,other,METAGENOMIC,bat gut metagenome,ILLUMINA,2024-07-03T00:00:00Z,2024-02-08T11:00:00Z,1,P34,SRP488891,PRJNA1074704,2022-06-01/2022-06-02,Spain,Europe,Spain: Murcia,Metagenome or environmental,Miniopterus schreibersii,not provided,Bat guano,,,,,,,,,,,,P34,,,,,,,,,,,,,,"Pool of 10 fecal samples homogenized in a Precellys Evolution tissue homogenizer (Bertin) in 2 mL tubes with 1.4 mm ceramic beads\, adding 1 volume of 1x PBS to obtain a final volume of 1.5 mL. Homogenization consisted of 3 cycles of 30 sec at 6500 rpm\,...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR27912337,WGS,298,2252226784,SAMN39879858,920163005,UNIVERSITAT DE VALENCIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23571904,NextSeq 550,P33-DNA,PAIRED,other,METAGENOMIC,bat gut metagenome,ILLUMINA,2024-07-03T00:00:00Z,2024-02-08T11:00:00Z,1,P33,SRP488891,PRJNA1074704,2022-05-26/2022-06-01,Spain,Europe,Spain: Murcia and Teruel,Metagenome or environmental,Miniopterus schreibersii,not provided,Bat guano,,,,,,,,,,,,P33,,,,,,,,,,,,,,"Pool of 10 fecal samples homogenized in a Precellys Evolution tissue homogenizer (Bertin) in 2 mL tubes with 1.4 mm ceramic beads\, adding 1 volume of 1x PBS to obtain a final volume of 1.5 mL. Homogenization consisted of 3 cycles of 30 sec at 6500 rpm\,...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR27912338,WGS,298,1426580832,SAMN39879857,586707834,UNIVERSITAT DE VALENCIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23571903,NextSeq 550,P32-DNA,PAIRED,other,METAGENOMIC,bat gut metagenome,ILLUMINA,2024-07-03T00:00:00Z,2024-02-08T10:59:00Z,1,P32,SRP488891,PRJNA1074704,2022-08-15/2022-08-16,Spain,Europe,Spain: Salamanca,Metagenome or environmental,Myotis bechsteinii,not provided,Bat guano,,,,,,,,,,,,P32,,,,,,,,,,,,,,"Pool of 2 fecal samples homogenized in a Precellys Evolution tissue homogenizer (Bertin) in 2 mL tubes with 1.4 mm ceramic beads\, adding 1 volume of 1x PBS to obtain a final volume of 1.5 mL. Homogenization consisted of 3 cycles of 30 sec at 6500 rpm\, ...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR27912339,WGS,298,2971195590,SAMN39879839,1389958348,UNIVERSITAT DE VALENCIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23571902,NextSeq 550,P9,PAIRED,other,METAGENOMIC,bat gut metagenome,ILLUMINA,2024-07-03T00:00:00Z,2024-02-08T11:01:00Z,1,P9,SRP488891,PRJNA1074704,2022-08-03/2022-08-15,Spain,Europe,Spain:Lugo and Salamanca,Metagenome or environmental,Myotis mystacinus,not provided,Bat guano,,,,,,,,,,,,P9,,,,,,,,,,,,,,"Pool of 8 fecal samples homogenized in a Precellys Evolution tissue homogenizer (Bertin) in 2 mL tubes with 1.4 mm ceramic beads\, adding 1 volume of 1x PBS to obtain a final volume of 1.5 mL. Indiana Vesiculovirus and Vaccinia Virus were spiked in to a...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR27912340,WGS,298,1002682686,SAMN39879856,419264876,UNIVERSITAT DE VALENCIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23571901,NextSeq 550,P31-DNA,PAIRED,other,METAGENOMIC,bat gut metagenome,ILLUMINA,2024-07-03T00:00:00Z,2024-02-08T10:59:00Z,1,P31,SRP488891,PRJNA1074704,2022-06-03,Spain,Europe,Spain: Murcia,Metagenome or environmental,Myotis blythii,not provided,Bat guano,,,,,,,,,,,,P31,,,,,,,,,,,,,,"Pool of 8 fecal samples homogenized in a Precellys Evolution tissue homogenizer (Bertin) in 2 mL tubes with 1.4 mm ceramic beads\, adding 1 volume of 1x PBS to obtain a final volume of 1.5 mL. Homogenization consisted of 3 cycles of 30 sec at 6500 rpm\, ...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR27912341,WGS,298,1889482410,SAMN39879855,787212993,UNIVERSITAT DE VALENCIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23571900,NextSeq 550,P30-DNA,PAIRED,other,METAGENOMIC,bat gut metagenome,ILLUMINA,2024-07-03T00:00:00Z,2024-02-08T11:00:00Z,1,P30,SRP488891,PRJNA1074704,2022-08-01,Spain,Europe,Spain: Lugo,Metagenome or environmental,Myotis crypticus,not provided,Bat guano,,,,,,,,,,,,P30,,,,,,,,,,,,,,"Pool of 1 fecal samples homogenized in a Precellys Evolution tissue homogenizer (Bertin) in 2 mL tubes with 1.4 mm ceramic beads\, adding 1 volume of 1x PBS to obtain a final volume of 1.5 mL. Homogenization consisted of 3 cycles of 30 sec at 6500 rpm\, ...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR27912342,WGS,298,2063288824,SAMN39879854,841179126,UNIVERSITAT DE VALENCIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23571899,NextSeq 550,P29-DNA,PAIRED,other,METAGENOMIC,bat gut metagenome,ILLUMINA,2024-07-03T00:00:00Z,2024-02-08T11:00:00Z,1,P29,SRP488891,PRJNA1074704,2022-06-02/2022-08-16,Spain,Europe,"Spain: Lugo\, Murcia and Salamanca",Metagenome or environmental,Myotis escalerai,not provided,Bat guano,,,,,,,,,,,,P29,,,,,,,,,,,,,,"Pool of 9 fecal samples homogenized in a Precellys Evolution tissue homogenizer (Bertin) in 2 mL tubes with 1.4 mm ceramic beads\, adding 1 volume of 1x PBS to obtain a final volume of 1.5 mL. Homogenization consisted of 3 cycles of 30 sec at 6500 rpm\, ...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR27912343,WGS,298,2500628856,SAMN39879853,1028194226,UNIVERSITAT DE VALENCIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23571898,NextSeq 550,P28-DNA,PAIRED,other,METAGENOMIC,bat gut metagenome,ILLUMINA,2024-07-03T00:00:00Z,2024-02-08T11:00:00Z,1,P28,SRP488891,PRJNA1074704,2022-06-19/2022-08-17,Spain,Europe,"Spain: Lugo\, Salamanca and Valencia",Metagenome or environmental,Pipistrellus pygmaeus,not provided,Bat guano,,,,,,,,,,,,P28,,,,,,,,,,,,,,"Pool of 12 fecal samples homogenized in a Precellys Evolution tissue homogenizer (Bertin) in 2 mL tubes with 1.4 mm ceramic beads\, adding 1 volume of 1x PBS to obtain a final volume of 1.5 mL. Homogenization consisted of 3 cycles of 30 sec at 6500 rpm\,...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR27912344,WGS,298,3191276040,SAMN39879852,1342905692,UNIVERSITAT DE VALENCIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23571897,NextSeq 550,P27-DNA,PAIRED,other,METAGENOMIC,bat gut metagenome,ILLUMINA,2024-07-03T00:00:00Z,2024-02-08T11:01:00Z,1,P27,SRP488891,PRJNA1074704,2022-08-01/2022-08-16,Spain,Europe,Spain: Lugo and Salamanca,Metagenome or environmental,Plecotus auritus,not provided,Bat guano,,,,,,,,,,,,P27,,,,,,,,,,,,,,"Pool of 6 fecal samples homogenized in a Precellys Evolution tissue homogenizer (Bertin) in 2 mL tubes with 1.4 mm ceramic beads\, adding 1 volume of 1x PBS to obtain a final volume of 1.5 mL. Homogenization consisted of 3 cycles of 30 sec at 6500 rpm\, ...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR27912345,WGS,298,2744433980,SAMN39879851,1124955711,UNIVERSITAT DE VALENCIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23571896,NextSeq 550,P26-DNA,PAIRED,other,METAGENOMIC,bat gut metagenome,ILLUMINA,2024-07-03T00:00:00Z,2024-02-08T11:01:00Z,1,P26,SRP488891,PRJNA1074704,2022-08-01/2022-08-16,Spain,Europe,Spain: Lugo and Salamanca,Metagenome or environmental,Plecotus austriacus,not provided,Bat guano,,,,,,,,,,,,P26,,,,,,,,,,,,,,"Pool of 9 fecal samples homogenized in a Precellys Evolution tissue homogenizer (Bertin) in 2 mL tubes with 1.4 mm ceramic beads\, adding 1 volume of 1x PBS to obtain a final volume of 1.5 mL. Homogenization consisted of 3 cycles of 30 sec at 6500 rpm\, ...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR27912346,WGS,298,3228956054,SAMN39879850,1318392601,UNIVERSITAT DE VALENCIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23571895,NextSeq 550,P25-DNA,PAIRED,other,METAGENOMIC,bat gut metagenome,ILLUMINA,2024-07-03T00:00:00Z,2024-02-08T11:01:00Z,1,P25,SRP488891,PRJNA1074704,2022-06-02/2022-08-21,Spain,Europe,Spain: Murcia,Metagenome or environmental,Rhinolophus euryale,not provided,Bat guano,,,,,,,,,,,,P25,,,,,,,,,,,,,,"Pool of 3 fecal samples homogenized in a Precellys Evolution tissue homogenizer (Bertin) in 2 mL tubes with 1.4 mm ceramic beads\, adding 1 volume of 1x PBS to obtain a final volume of 1.5 mL. Homogenization consisted of 3 cycles of 30 sec at 6500 rpm\, ...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR27912347,WGS,298,2063463750,SAMN39879849,861437205,UNIVERSITAT DE VALENCIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23571894,NextSeq 550,P24-DNA,PAIRED,other,METAGENOMIC,bat gut metagenome,ILLUMINA,2024-07-03T00:00:00Z,2024-02-08T10:59:00Z,1,P24,SRP488891,PRJNA1074704,2022-08-21,Spain,Europe,Spain: Murcia,Metagenome or environmental,Rhinolphus ferrumequinum,not provided,Bat guano,,,,,,,,,,,,P24,,,,,,,,,,,,,,"Pool of 2 fecal samples homogenized in a Precellys Evolution tissue homogenizer (Bertin) in 2 mL tubes with 1.4 mm ceramic beads\, adding 1 volume of 1x PBS to obtain a final volume of 1.5 mL. Homogenization consisted of 3 cycles of 30 sec at 6500 rpm\, ...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR27912348,WGS,298,2914186104,SAMN39879848,1222121691,UNIVERSITAT DE VALENCIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23571893,NextSeq 550,P23-DNA,PAIRED,other,METAGENOMIC,bat gut metagenome,ILLUMINA,2024-07-03T00:00:00Z,2024-02-08T11:01:00Z,1,P23,SRP488891,PRJNA1074704,2022-06-06/2022-08-03,Spain,Europe,Spain: Lugo and Murcia,Metagenome or environmental,Rhinolophus hipposideros,not provided,Bat guano,,,,,,,,,,,,P23,,,,,,,,,,,,,,"Pool of 2 fecal samples homogenized in a Precellys Evolution tissue homogenizer (Bertin) in 2 mL tubes with 1.4 mm ceramic beads\, adding 1 volume of 1x PBS to obtain a final volume of 1.5 mL. Homogenization consisted of 3 cycles of 30 sec at 6500 rpm\, ...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
